来源面,类别,符号,使用次数,涉及文件数,示例文件
结构化C#,页面标签,[@EXCHANGE4570HASJ],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@EXCHANGE4570SKSP],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@EXCHANGEJHWSX],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@EXCHANGELONGBUFF],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@EXCHANGEVOUCHER],1,1,CSharpScripts/NPCs/潘夜岛/满月真君5.cs
结构化C#,页面标签,[@EXCHANGEWCY],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@EXITLIBRARY],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@FACILITYMAINTENANCE],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@FOOL],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆招待.cs
结构化C#,页面标签,[@FXGGA0],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA1],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA2],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA3],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA4],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA5],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA6],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA7],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@FXGGA8],1,1,CSharpScripts/NPCs/比奇省/比奇城/美发店0107.cs
结构化C#,页面标签,[@GIVEHORN],1,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
结构化C#,页面标签,[@GO-美发],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-肉],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-INN],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-MERCHANT],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-PALACE],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-STATUES],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-STORAGE],1,1,CSharpScripts/NPCs/雪白县/营地/雪白向导.cs
结构化C#,页面标签,[@GO-TAVERN],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城向导0.cs
结构化C#,页面标签,[@GO-YWBC],1,1,CSharpScripts/NPCs/雪白县/营地/雪白向导.cs
结构化C#,页面标签,[@GO-YWSCGL],1,1,CSharpScripts/NPCs/雪白县/营地/雪白向导.cs
结构化C#,页面标签,[@GO-YWXRDK],1,1,CSharpScripts/NPCs/雪白县/营地/雪白向导.cs
结构化C#,页面标签,[@GO-YWYJ],1,1,CSharpScripts/NPCs/雪白县/营地/雪白向导.cs
结构化C#,页面标签,[@GOD0231],1,1,CSharpScripts/NPCs/沃玛森林/沃玛寺庙/远古神石D023.cs
结构化C#,页面标签,[@GODOGYOARENA2],1,1,CSharpScripts/NPCs/昆仑/毒妖林/塔什DogYoLym.cs
结构化C#,页面标签,[@GODOGYOLYM],1,1,CSharpScripts/NPCs/昆仑/毒妖村/塔什.cs
结构化C#,页面标签,[@GOGONRYUN],1,1,CSharpScripts/NPCs/比奇省/野外/昆仑比奇石0.cs
结构化C#,页面标签,[@GOINDUN_02DOGYOARENA],1,1,CSharpScripts/NPCs/昆仑/毒妖林/塔什DogYoLym.cs
结构化C#,页面标签,[@GOLIBRARY],1,1,CSharpScripts/NPCs/昆仑/昆仑野外/研究员摩鲁SDFront.cs
结构化C#,页面标签,[@GOSNAKEPRE2],1,1,CSharpScripts/NPCs/毒蛇山谷/龙蛇川/封印之井LABYROOM.cs
结构化C#,页面标签,[@GOWAI12],1,1,CSharpScripts/NPCs/道馆/古月之谷/古谷一石柱gumi1011.cs
结构化C#,页面标签,[@GUILDWAR2],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@GUILDWAREXP],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@GUILDWAREXP]],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@GUWAI102],1,1,CSharpScripts/NPCs/道馆/月之古/左室石柱gumi201.cs
结构化C#,页面标签,[@GUWAI1021],1,1,CSharpScripts/NPCs/道馆/古月之谷/古左室石柱gumi2011.cs
结构化C#,页面标签,[@GUZWAI201],1,1,CSharpScripts/NPCs/道馆/月之古/谷二光柱gumi102.cs
结构化C#,页面标签,[@GUZWAI2011],1,1,CSharpScripts/NPCs/道馆/古月之谷/古谷二光柱gumi1021.cs
结构化C#,页面标签,[@HEAR],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@HH1],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@HH2],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@HIREARCHERS],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@HISTORYWITHLIBRARY],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@HJSELLNEW],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
结构化C#,页面标签,[@ICEDRAGON_HIDE_1],1,1,CSharpScripts/NPCs/雪白县/支柱宫/队长塔米尔iceland_DOWN_WAIT.cs
结构化C#,页面标签,[@INFO1],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆吴老头0101.cs
结构化C#,页面标签,[@INFO2],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆吴老头0101.cs
结构化C#,页面标签,[@INFO3],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆吴老头0101.cs
结构化C#,页面标签,[@JBDHRCJ],1,1,CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
结构化C#,页面标签,[@JINRUFUB],1,1,CSharpScripts/NPCs/昆仑/秘密书库/飞燕嘉文InDun_SD_SecR_1.cs
结构化C#,页面标签,[@JRFUBEN],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@JX],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@KAOYAN],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@KDHRCJ],1,1,CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
结构化C#,页面标签,[@KDHZFY],1,1,CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
结构化C#,页面标签,[@KHDKXJ],1,1,CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
结构化C#,页面标签,[@KILLPETS],1,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
结构化C#,页面标签,[@KLLMZMEN],1,1,CSharpScripts/NPCs/昆仑/昆仑城/昆仑堂主GonRyun.cs
结构化C#,页面标签,[@LANG],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆招待.cs
结构化C#,页面标签,[@LEVEL40],1,1,CSharpScripts/NPCs/潘夜岛/时空之石5.cs
结构化C#,页面标签,[@LISTEN],1,1,CSharpScripts/NPCs/比奇省/比奇城/武器商店0103.cs
结构化C#,页面标签,[@LONGBUFFAC],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFDC],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFHP],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFMAC],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFMC],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFMP],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LONGBUFFSC],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@LOWLEVEL],1,1,CSharpScripts/NPCs/潘夜岛/时空之石5.cs
结构化C#,页面标签,[@MAIN-A1],1,1,CSharpScripts/NPCs/关外地区/地狱道3层/地狱鬼魂.cs
结构化C#,页面标签,[@MAIN-A2],1,1,CSharpScripts/NPCs/关外地区/地狱道3层/地狱鬼魂.cs
结构化C#,页面标签,[@MAIN-ELSESAYHASJ],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@MAIN-ELSESAYSKSP],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@MAKE-BLJZ],1,1,CSharpScripts/NPCs/雪白县/营地/周律.cs
结构化C#,页面标签,[@MAKE-BLSZ],1,1,CSharpScripts/NPCs/雪白县/营地/周律.cs
结构化C#,页面标签,[@MAKE-BLXL],1,1,CSharpScripts/NPCs/雪白县/营地/周律.cs
结构化C#,页面标签,[@MANJN],1,1,CSharpScripts/NPCs/游戏管理/管理技能GM.cs
结构化C#,页面标签,[@MAYNOTENTER],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫副官0.cs
结构化C#,页面标签,[@MC1],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@MC2],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@MJ],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@MLCS1],1,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
结构化C#,页面标签,[@MOVE01MAINHALL],1,1,CSharpScripts/NPCs/昆仑/燃烧昆仑/秘传石碑2.cs
结构化C#,页面标签,[@MOVE01UNDERPASS],1,1,CSharpScripts/NPCs/昆仑/燃烧昆仑/秘传石碑1.cs
结构化C#,页面标签,[@MOVE10101],1,1,CSharpScripts/NPCs/比奇省/比奇城/酒馆吴老头0101.cs
结构化C#,页面标签,[@MOVECHZD-1],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD-2],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD-3],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD-4],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD-51],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD-52],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVECHZD],1,1,CSharpScripts/NPCs/游戏活动/爱心兔子.cs
结构化C#,页面标签,[@MOVEEBEE01],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城异秘3.cs
结构化C#,页面标签,[@MOVEGONRYUN],1,1,CSharpScripts/NPCs/昆仑/燃烧昆仑/燃烧守卫.cs
结构化C#,页面标签,[@MOVEGONRYUN01],1,1,CSharpScripts/NPCs/昆仑/昆仑城/正守卫GonRyun.cs
结构化C#,页面标签,[@MOVEHZH],1,1,CSharpScripts/NPCs/关外地区/地狱道3层/地狱鬼魂.cs
结构化C#,页面标签,[@MOVEHZH1],1,1,CSharpScripts/NPCs/关外地区/地狱道3层/地狱船夫.cs
结构化C#,页面标签,[@MOVEKLLMZMEN],1,1,CSharpScripts/NPCs/昆仑/昆仑城/昆仑堂主GonRyun.cs
结构化C#,页面标签,[@MOVEMYJ],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@MOVEMYJCLEAR],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@MOVEPEUNMOKDO],1,1,CSharpScripts/NPCs/潘夜岛/水手5.cs
结构化C#,页面标签,[@MOVEYEOHA01],1,1,CSharpScripts/NPCs/南蛮/古代遗迹/如何守卫NAMMAN2.cs
结构化C#,页面标签,[@MOVEYLJ],1,1,CSharpScripts/NPCs/游戏活动/雕刻师德勋.cs
结构化C#,页面标签,[@MOVEZZDG1],1,1,CSharpScripts/NPCs/雪白县/冰川/马库尔.cs
结构化C#,页面标签,[@MOVEZZDG2],1,1,CSharpScripts/NPCs/雪白县/冰川/巴托尔.cs
结构化C#,页面标签,[@NEXT_QUEST],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NEXT_QUEST1],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NEXT_QUEST2],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NEXT_QUEST3],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NEXT10],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NEXT9],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NO],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫副官0.cs
结构化C#,页面标签,[@NOHEAR],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@NR1],1,1,CSharpScripts/NPCs/比奇省/边界村/善行助理0.cs
结构化C#,页面标签,[@NR2],1,1,CSharpScripts/NPCs/比奇省/边界村/善行助理0.cs
结构化C#,页面标签,[@OPENMAINDOOR],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@ORDINARYBOSS],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSCHECKRESULT],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO1],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO2],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO3],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO4],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO5],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSO6],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@ORDINARYBOSSSTART],1,1,CSharpScripts/NPCs/游戏活动/满月颓废君.cs
结构化C#,页面标签,[@PED],1,1,CSharpScripts/NPCs/道馆/道馆区域/公告牌匾11.cs
结构化C#,页面标签,[@PETSTORE],1,1,CSharpScripts/NPCs/比奇省/比奇城/灵物管理0.cs
结构化C#,页面标签,[@PLAYGAME],1,1,CSharpScripts/NPCs/潘夜岛/满月真君5.cs
结构化C#,页面标签,[@PRE_HEAR],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@PREMCAVEMENU],1,1,CSharpScripts/NPCs/比奇省/比奇城/远古使者0.cs
结构化C#,页面标签,[@PROPOSE],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@PT],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@QUEST],1,1,CSharpScripts/NPCs/道馆/道馆区域/道馆馆主1002.cs
结构化C#,页面标签,[@QUEST3],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@QUEST4],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@QUEST5],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@QUEST6],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@QUEST7],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@QUEST8],1,1,CSharpScripts/NPCs/道馆/野外其他/季正D10061.cs
结构化C#,页面标签,[@READ],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/骷髅残骸D4221.cs
结构化C#,页面标签,[@REAGENT],1,1,CSharpScripts/NPCs/毒蛇山谷/村庄/公告牌2.cs
结构化C#,页面标签,[@REFINECHECK],1,1,CSharpScripts/NPCs/盟重省/沙巴克/装备升级0151.cs
结构化C#,页面标签,[@REFINECOLLECT],1,1,CSharpScripts/NPCs/盟重省/沙巴克/装备升级0151.cs
结构化C#,页面标签,[@REMOVETIME],1,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
结构化C#,页面标签,[@RENTEDITEMS],1,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
结构化C#,页面标签,[@REPAIRDOOR],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRSIEGE],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRTHEDOOR],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRTHESIEGE],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRWALL1],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRWALL2],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRWALL3],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPAIRWALLS],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@REPLACEWEDDINGRING],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
结构化C#,页面标签,[@REQUEST_OK],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@REQUESTCASTLEWAR],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@REQUESTCASTLEWARNOW],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@REQUESTWAR],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@RESET],1,1,CSharpScripts/NPCs/比奇省/比奇城/觉醒弟子0.cs
结构化C#,页面标签,[@RESETQUESTFLAGS],1,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
结构化C#,页面标签,[@SBKSL1],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@SBKSL15],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@SBKSL30],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@SBKSL5],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@SBKSUILV],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@SC1],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@SC2],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@SEE],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫副官0.cs
结构化C#,页面标签,[@SKSPSHOP],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@TAKEORGOLD],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@TALKPI],1,1,CSharpScripts/NPCs/比奇省/边界村/水手0.cs
结构化C#,页面标签,[@TALKWITH_1],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/神秘人E603.cs
结构化C#,页面标签,[@TALKWITH_2],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/神秘人E603.cs
结构化C#,页面标签,[@TALKWITH_3],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/神秘人E603.cs
结构化C#,页面标签,[@TALKWITH_4],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/神秘人E603.cs
结构化C#,页面标签,[@TAOIST],1,1,CSharpScripts/NPCs/游戏管理/管理技能GM.cs
结构化C#,页面标签,[@TELE66],1,1,CSharpScripts/NPCs/远古比奇/魔龙血域/混沌之树66.cs
结构化C#,页面标签,[@THX],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
结构化C#,页面标签,[@THX2],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
结构化C#,页面标签,[@TL1],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@TL2],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@TMOVE],1,1,CSharpScripts/NPCs/潘夜岛/潘夜仓库/村长半老B354.cs
结构化C#,页面标签,[@TREATORDOOR],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@TXHERO],1,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
结构化C#,页面标签,[@TY],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@TZLQKJ],1,1,CSharpScripts/NPCs/昆仑/秘密书库/研究员摩鲁InDun_SD_SecR_1.cs
结构化C#,页面标签,[@UNDERSTANDAWAKEN],1,1,CSharpScripts/NPCs/比奇省/比奇城/觉醒大师0.cs
结构化C#,页面标签,[@UNTALKWITH],1,1,CSharpScripts/NPCs/毒蛇山谷/任务特殊/神秘人E603.cs
结构化C#,页面标签,[@VISITWEBSITE],1,1,CSharpScripts/NPCs/游戏管理/管理综合GM.cs
结构化C#,页面标签,[@WARRIOR],1,1,CSharpScripts/NPCs/游戏管理/管理技能GM.cs
结构化C#,页面标签,[@WARRULE],1,1,CSharpScripts/NPCs/比奇省/比奇城/比奇城主0122.cs
结构化C#,页面标签,[@WINNEW],1,1,CSharpScripts/NPCs/比奇省/比奇城/任务活动.cs
结构化C#,页面标签,[@WIZARD],1,1,CSharpScripts/NPCs/游戏管理/管理技能GM.cs
结构化C#,页面标签,[@XIUFUGJS1],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS10],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS11],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS12],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS2],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS3],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS4],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS5],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS6],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS7],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS8],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XIUFUGJS9],1,1,CSharpScripts/NPCs/盟重省/沙巴克/沙城管理0150.cs
结构化C#,页面标签,[@XY],1,1,CSharpScripts/NPCs/比奇省/比奇城/月饼采购员0.cs
结构化C#,页面标签,[@YES],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫副官0.cs
结构化C#,页面标签,[@ZZDHRCJ],1,1,CSharpScripts/NPCs/夔龙城/酷寒洞窟/清凉活动4.cs
结构化C#,页面标签,[@ZZTHHJ],1,1,CSharpScripts/NPCs/比奇省/比奇城/皇宫封印0122.cs
结构化C#,只读占位符,USERNAME,195,48,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/材料回收0.cs；CSharpScripts/NPCs/比奇省/比奇城/彩票世旭0.cs
结构化C#,只读占位符,OUTPUT,76,3,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/SystemScripts/_Generated/00Default/特殊消耗品/定位的符咒.cs；CSharpScripts/SystemScripts/_Generated/00Default/UseItems.cs
结构化C#,只读占位符,NPCNAME,35,33,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/公告牌0.cs；CSharpScripts/NPCs/潘夜岛/满月真君5.cs
结构化C#,只读占位符,MAPNAME,16,3,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/SystemScripts/_Generated/00Default/特殊消耗品/定位的符咒.cs；CSharpScripts/SystemScripts/_Generated/00Default/UseItems.cs
结构化C#,只读占位符,MAP,15,4,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/游戏活动/满月颓废君.cs；CSharpScripts/SystemScripts/_Generated/00Default/特殊消耗品/定位的符咒.cs
结构化C#,只读占位符,PARCELAMOUNT,14,14,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/NPCs/比奇省/比奇城/东海旅馆店员0.cs；CSharpScripts/NPCs/比奇省/比奇城/客栈老板0125.cs
结构化C#,只读占位符,X_COORD,14,3,CSharpScripts/NPCs/_LegacyTxt/NpcCommandReference.cs；CSharpScripts/SystemScripts/_Generated/00Default/特殊消耗品/定位的符咒.cs；CSharpScripts/SystemScripts/_Generated/00Default/UseItems.cs
