;;Movement
10001:  1.wav
4384:   bongukmon7_dmg.wav
4385:   bongukmon7_die.wav
4386:   bongukmon7_atk2.wav
4387:   bongukmon7_atk3.wav

;;MON -> 雪原奴役--------MON45-----------OK
4422:	guijul_ATK1.wav
4424:	guijul_DMG1.wav
4425:	guijul_DIE.wav
4426:	guijul_ATK2.wav
;;MON -> 雪原斧兵
4430:	guibuyng_STAND2.wav
4432:	guibuyng_ATK1.wav
4434:	guibuyng_DMG1.wav
4435:	guibuyng_DIE.wav
4436:	guibuyng_ATK2.wav
4437:	guibuyng_ATK3.wav
4438:	guibuyng_STAND2.wav
;;MON -> 雪原祭司
4442:	guigam_ATK1.wav
4444:	guigam_DMG1.wav
4445:	guigam_DIE.wav
4446:	guigam_ATK2.wav
4447:	guigam_ATK3.wav
;;MON -> 雪原猿人
4450:	sulhwnag_STAND2.wav
4452:	sulhwnag_ATK1.wav
4454:	sulhwnag_DMG1.wav
4455:	sulhwnag_DIE.wav
4456:	sulhwnag_ATK2.wav
4457:	sulhwnag_ATK3.wav
;;MON -> 冰封雪人
4462:	sulin_ATK1.wav
4464:	sulin_DMG1.wav
4465:	sulin_DIE.wav
4466:	sulin_ATK2.wav
4467:	sulin_ATK3.wav
;;MON -> 黑暗亡灵&精灵
4472:	darkghost_ATK1.wav
4474:	darkghost_DMG1.wav
4475:	darkghost_DIE.wav
4476:	darkghost_ATK2.wav
4477:	darkghost_ATK3.wav
;;MON -> 黑暗精灵
4482:	darkghost2_ATK1.wav
4484:	darkghost_DMG1.wav
4485:	darkghost_DIE.wav
;;MON -> 青神石魔（BOSS）
4492:	mainboss_ATK1.wav
4494:	mainboss_DMG1.wav
4495:	mainboss_DIE.wav
4496:	mainboss_ATK2.wav
4497:	mainboss_ATK3.wav
4498:	mainboss_ATK4_Loop.wav
4499:	mainboss_ATK5.wav

;;MON -> 火之气息--------MON46-----------OK
4502:	ApcBall_atk1.wav
4505:	ApcBall_die.wav
;;MON -> 水之气息
4512:	ApcBall_atk1.wav
4515:	ApcBall_die.wav
;;MON -> 金之气息
4522:	ApcBall_atk1.wav
4525:	ApcBall_die.wav
;;MON -> 木之气息
4532:	ApcBall_atk1.wav
4535:	ApcBall_die.wav
;;MON -> 土之气息
4542:	ApcBall_atk1.wav
4545:	ApcBall_die.wav
;;MON -> 致命妖花
4552:	Sikmul_atk1.wav
4554:	Sikmul_dmg.wav
4555:	Sikmul_die.wav
4556:	Sikmul_atk2.wav
;;MON -> 土食虫（BOSS）
4562:	tosikchong_atk1.wav
4564:	tosikchong_dmg.wav
4565:	tosikchong_die.wav
4566:	tosikchong_atk2.wav
4567:	tosikchong_atk3.wav
;;MON -> APC_鹿箱
4574:	deerbox_dmg.wav
4575:	deerbox_die.wav
;;MON -> APC_小鹿
4584:   babydeer_dmg.wav
4585:   babydeer_die.wav

;;MON -> B
4602:	redhorndeer_atk1.wav
4604:	redhorndeer_dmg.wav
4605:	redhorndeer_die.wav
4606:	redhorndeer_atk2.wav
4607:	redhorndeer_atk3.wav
;;MON -> B
4614:	deerbox_dmg.wav
4615:	deerbox_die.wav
;;MON -> B
4622:	loudsheep_atk1.wav
4624:	loudsheep_dmg.wav
4625:	loudsheep_die.wav
4626:	loudsheep_atk2.wav
;;MON -> B
4632:	loudsheep_atk1.wav
4634:	loudsheep_dmg.wav
4635:	loudsheep_die.wav
4636:	loudsheep_atk2.wav
4637:	loudsheep_atk3.wav
;;MON -> B
4661:	IceMon1_att_stand.wav
4662:	IceMon1_atk2_Effect.wav
4664:	IceMon1_dmg1.wav
4665:	IceMon1_die.wav
4666:	IceMon1_atk1_Effect.wav
;;MON -> B
4671:	IceMon3_stand.wav
4672:	IceMon3_atk1.wav
4674:	IceMon3_dmg1.wav
4675:	IceMon3_die.wav
;;MON -> B
4681:	IceMon4_stand.wav
4682:	IceMon4_atk1.wav
4684:	IceMon4_dmg1.wav
4685:	IceMon4_die.wav
4686:	IceMon4_atk2.wav
;;MON -> B
4691:	IceMon5_stand.wav
4692:	IceMon5_atk1.wav
4694:	IceMon5_dmg1.wav
4695:	IceMon5_die.wav
4696:	IceMon5_atk2.wav

;;MON -> B
4701:	IceMon6_stand.wav
4704:	IceMon6_dmg1.wav
4705:	IceMon6_die.wav
4706:	IceMon6_atk1.wav
4707:	IceMon6_atk2.wav
4708:	IceMon6_atk3.wav
;;MON -> B
4711:	IceMon8_stand.wav
4712:	IceMon8_atk1.wav
4714:	IceMon8_dmg1.wav
4715:	IceMon8_die.wav
4716:	IceMon8_atk2.wav
;;MON -> B
4721:	IceMon2_stand.wav
4722:	IceMon2_atk2.wav
4724:	IceMon2_dmg1.wav
4725:	IceMon2_die.wav
4726:	IceMon2_atk1.wav
4727:	IceMon2_atk3.wav
4728:	IceMon2_atk4.wav
;;MON -> B
4731:	IceMon7_stand.wav
4732:	IceMon7_atk1.wav
4734:	IceMon7_dmg1.wav
4735:	IceMon7_die.wav
4736:	IceMon7_atk2.wav
4737:	IceMon7_atk2_1.wav
4738:	IceMon7_atk2_2.wav
;;MON -> B
4741:	IceMon9_stand.wav
4742:	IceMon9_atk1.wav
4744:	IceMon9_dmg1.wav
4745:	IceMon9_die.wav
4746:	IceMon9_atk2.wav
;;MON -> B
4751:	IceMon14_stand.wav
4752:	IceMon14_atk1.wav
4754:	IceMon14_dmg1.wav
4755:	IceMon14_die.wav
4756:	IceMon14_atk2_1.wav
4757:	IceMon14_atk2_2.wav
;;MON -> ShardGuardian
4761:	IceMon15_stand.wav
4762:	IceMon15_atk1.wav
4764:	IceMon15_dmg1.wav
4765:	IceMon15_die.wav
4766:	IceMon15_atk2_1.wav
4767:	IceMon15_atk2_2.wav
4768:	IceMon15_atk3.wav
;;MON -> B
4770:	IceMon10_standup.wav
4772:	IceMon10_atk1.wav
4774:	IceMon10_dmg1.wav
4775:	IceMon10_die.wav
;;MON -> B
4780:	IceMon10_standup.wav
4782:	IceMon11_atk1.wav
4784:	IceMon10_dmg1.wav
4785:	IceMon11_die.wav
;;MON -> B
4790:	IceMon10_standup.wav
4792:	IceMon12_atk1.wav
4794:	IceMon10_dmg1.wav
4795:	IceMon12_die.wav

;;MON -> B
4800:	IceMon10_standup.wav
4802:	IceMon13_atk1.wav
4804:	IceMon10_dmg1.wav
4805:	IceMon13_die.wav
;;MON -> B
4811:	IceMon16_stand.wav
4812:	IceMon16_atk1.wav
4814:	IceMon16_dmg1.wav
4815:	IceMon16_die.wav
4816:	IceMon16_atk2_1.wav
4817:	IceMon16_atk2_2.wav
;;MON -> B
4821:	IceMon17_stand.wav
;;4822:	IceMon17_atk1.wav
4824:	IceMon17_dmg1.wav
4825:	IceMon17_die.wav
4826:	IceMon17_atk2.wav
4827:	IceMon17_atk3_1.wav
4828:	IceMon17_atk3_2.wav
;;MON -> B
4831:	IceMon18_stand.wav
4832:	IceMon18_atk1.wav
4834:	IceMon18_dmg1.wav
4835:	IceMon18_die.wav
4836:	IceMon18_atk2.wav
4837:	IceMon18_atk3_1.wav
4838:	IceMon18_atk3_2.wav
;;MON -> B
4841:	IceMon19_stand.wav
4842:	IceMon19_atk1.wav
4844:	IceMon19_dmg1.wav
4845:	IceMon19_die.wav
4846:	IceMon19_atk2.wav
4847:	IceMon19_atk3.wav
;;MON -> B
4852:	OMAREDSOLDIER_atk1.wav
4855:	OMAREDSOLDIER_die.wav
;;MON -> B
4862:	GFMon4_atk1.wav
4864:	GFMon4_dmg.wav 
4865:	GFMon4_die.wav
4866:	GFMon4_atk2.wav
;;MON -> B
4872:	GFMon9_atk1.wav
4874:	GFMon9_dmg.wav  
4875:	GFMon9_die.wav
4876:	GFMon9_atk2.wav
4877:	GFMon9_atk3.wav          
;;MON -> B
4882:	GFMon10_atk1.wav
4884:	GFMon9_dmg.wav  
4885:	GFMon9_die.wav
4886:	GFMon10_atk2.wav
4887:	GFMon10_atk3.wav            
;;MON -> B
4892:	GFMon11_atk1.wav
4894:	GFMon9_dmg.wav  
4895:	GFMon9_die.wav
4896:	GFMon11_atk2.wav
4897:	GFMon11_atk3.wav

;;MON -> B
4900:	GFMon2_out.wav   
4902:	GFMon2_atk1.wav
4904:	GFMon2_dmg.wav
4905:	GFMon2_die.wav
4906:	GFMon2_dis.wav
4907:	GFMon2_atk2.wav
;;MON -> B
4912:	GFMon8_atk1.wav
4914:	GFMon7_dmg.wav
4915:	GFMon7_die.wav
4916:	GFMon8_atk2.wav
4917:	GFMon8_atk3.wav
;;MON -> B
4922:	GFMon12_atk1.wav
4924:	GFMon12_dmg.wav
4925:	GFMon12_die.wav
4926:	GFMon12_atk2.wav
4927:	GFMon12_atk3.wav
;;MON -> B
4932:	GFMon14_atk1.wav
4934:	GFMon14_dmg.wav
4935:	GFMon14_die.wav
4936:	GFMon14_atk2.wav
4937:	GFMon14_atk3.wav
;;MON -> B
4942:	GFMon13_atk1.wav
4944:	GFMon12_dmg.wav
4945:	GFMon12_die.wav
4946:	GFMon13_atk2.wav
;;MON -> B
4952:	GFMon7_atk1.wav
4954:	GFMon7_dmg.wav
4955:	GFMon7_die.wav
4956:	GFMon7_atk2.wav
4957:	GFMon7_atk3.wav
;;MON -> B
4962:	GFMon3_atk1.wav
4964:	GFMon3_dmg.wav  
4965:	GFMon3_die.wav
4966:	GFMon3_atk2.wav
4967:	GFMon3_atk3.wav       
;;MON -> B
4972:	GFMon5_atk1.wav
4974:	GFMon5_dmg.wav
4975:	GFMon5_die.wav
4976:	GFMon5_atk2.wav
4977:	GFMon5_atk3.wav
;;MON -> B
4982:	GFMon6_atk1.wav
4984:	GFMon5_dmg.wav
4985:	GFMon5_die.wav
4986:	GFMon6_atk2.wav
4987:	GFMon6_atk3.wav
;;MON -> B
4990:	GFMon1_out.wav   
4992:	GFMon1_atk1.wav
4994:	GFMon1_dmg.wav
4995:	GFMon1_die.wav
4996:	GFMon1_atk2.wav
4997:	GFMon1_dis.wav     
;;MON -> 500
5002:	GID1Mon01_atk1.wav
5004:	GID1Mon01_dmg.wav
5005:	GID1Mon01_die.wav
5006:	GID1Mon01_atk2.wav
5007:	GID1Mon01_atk3.wav
;;MON -> 501
5012:	GID1Mon02_atk1.wav
5014:	GID1Mon01_dmg.wav
5015:	GID1Mon01_die.wav
5016:	GID1Mon02_atk2.wav
;;MON -> 502
5022:	GID1Mon3_atk1.wav
5024:	GID1Mon3_dmg.wav
5025:	GID1Mon3_die.wav
5026:	GID1Mon3_atk2.wav
5027:	GID1Mon3_atk3.wav
;;MON -> 503
5032:	GID1Mon04_atk1.wav
5034:	GID1Mon04_dmg.wav
5035:	GID1Mon04_die.wav
5036:	GID1Mon04_atk2.wav
5037:	GID1Mon04_atk3.wav
;;MON -> 504
5042:	GID1Mon05_atk1.wav
5044:	GID1Mon04_dmg.wav
5045:	GID1Mon04_die.wav
5046:	GID1Mon05_atk2.wav
5047:	GID1Mon05_atk3.wav
;;MON -> 505
5052:	GID1Mon06_atk1.wav
5054:	GID1Mon3_dmg.wav
5055:	GID1Mon3_die.wav
5056:	GID1Mon06_atk2.wav
5057:	GID1Mon3_atk3.wav
;;MON -> 508
5082:	GID1Mon07a_atk1.wav
5085:	GID1Mon07a_dis.wav
5086:	GID1Mon07a_atk2.wav
5087:	GID1Mon07a_atk3.wav
;;MON -> 509
5092:	GID1Mon07b_atk1.wav
5094:	GID1Mon07b_dmg.wav
5095:	GID1Mon07b_die.wav
5096:	GID1Mon07b_atk2.wav
5097:	GID1Mon07b_atk3.wav
;;MON -> B
5102:	ID2Mon01_atk1.wav
5104:	ID2Mon01_dmg.wav
5105:	ID2Mon01_die.wav
5106:	ID2Mon01_atk2.wav 
;;MON -> B
5112:	ID2Mon02_atk1.wav
5114:	ID2Mon01_dmg.wav
5115:	ID2Mon01_die.wav
5116:	ID2Mon01_atk2.wav        
;;MON -> B
5122:	GID1Mon01_atk1.wav
5124:	GID1Mon01_dmg.wav
5125:	GID1Mon01_die.wav
5126:	GID2Mon03_atk2.wav        
;;MON -> B
5132:	GID1Mon01_atk1.wav
5134:	GID1Mon01_dmg.wav
5135:	GID1Mon01_die.wav
5136:	GID2Mon04_atk2.wav        
;;MON -> B
5142:	GID2Mon05_atk1.wav
5144:	GID2Mon05_dmg.wav
5145:	GID2Mon05_die.wav
5146:	GID2Mon05_atk2.wav
5147:	GID2Mon05_atk3.wav
;;MON -> B
5152:	ID2Mon06_atk1.wav
5154:	ID2Mon06_dmg.wav
5155:	ID2Mon06_die.wav
5156:	ID2Mon06_atk2.wav
5157:	ID2Mon06_atk3.wav
5158:	ID2Mon06_atk4.wav
;;MON -> B
5162:	ID2Mon07_atk1.wav
5164:	ID2Mon07_dmg.wav
5165:	ID2Mon07_die.wav
;;MON -> 卡瓦尔
5182:	ID2Mon08_atk1.wav
5184:	ID2Mon08_dmg.wav
5185:	ID2Mon08_die.wav
5186:	ID2Mon08_atk2.wav
5187:	ID2Mon08_atk3.wav
5188:	ID2Mon08_atk4.wav
5189:	ID2Mon08_atk5.wav
;;MON -> 整合服务器（副本3）-千年乌龟神灵
5212:	ID3Mon01_atk1.wav
5214:	ID3Mon01_dmg.wav
5215:	ID3Mon01_die.wav
;;MON -> B
5242:   dogdevilattack1.wav
5244:   dogdevil_dmg.wav
5245:   dogdevil_death.wav
5247:   dogdevilattack2.wav
;;MON -> B
5252:   dogdevilattack1.wav
5254:   dogdevil_dmg.wav
5255:   dogdevil_death.wav
5257:   dogdevilattack2.wav
;;MON -> 混沌神殿-黑暗冤鬼
5302:   chaosdark_atk1.wav
5304:   chaosdark_dmg.wav
5305:   chaosdark_die.wav
5306:   chaosdark_atk2.wav
;;MON -> 混沌神殿-爆炸龟
5312:   chaosboom_atk1.wav
5314:   chaosboom_dmg.wav
5315:   chaosboom_die.wav
;;MON -> 混沌神殿-变异白骨沃玛
5322:   chaoswhiteoma_atk1.wav
5325:   chaoswhiteoma_die.wav
5326:   chaoswhiteoma_atk2.wav
;;MON -> 混沌神殿-变异沃玛将军
5332:   chaosgeneraloma_atk1.wav
5335:   chaosgeneraloma_die.wav
5337:   chaosgeneraloma_atk2.wav
;;MON -> 混沌神殿 - 混沌君主
5342:   chaoslord_atk1.wav
5346:   chaoslord_atk2.wav
5347:   chaoslord_atk2-1.wav
5347:   chaoslord_atk3.wav
;;MON -> B
5360:   GVMon1_app.wav
5362:   GVMon1_atk1.wav
5364:   GVMon1_dmg1.wav
5365:   GVMon1_die.wav
5366:   GVMon1_atk2.wav
5367:   GVMon1_atk3.wav
;;MON -> B
5372:   GVMon2_atk1.wav
5374:   GVMon2_dmg1.wav
5375:   GVMon2_die.wav
5376:   GVMon2_atk2.wav
;;MON -> B
5382:   GVMon3_atk1.wav
5384:   GVMon3_dmg1.wav
5385:   GVMon3_die.wav
5386:   GVMon3_atk2.wav
5387:   GVMon3_atk3.wav
5388:   GVMon3_app.wav
5389:   GVMon3_die.wav
;;MON -> B
5391:   GVMon4_stand.wav
5392:   GVMon4_atk1.wav
5394:   GVMon4_dmg1.wav
5395:   GVMon4_die.wav
5396:   GVMon4_atk2.wav
5397:   GVMon4_atk3.wav
5398:   GVMon4_atk4.wav

;;MON -> B
5402:   2019newyear_pig_atk1.wav
5404:   2019newyear_pig_dmg.wav
5405:   2019newyear_pig_die.wav
5406:   2019newyear_pig_atk2.wav
;;MON -> B
5412:   S_Mon2_atk2.wav
5414:   S_Mon2_dmg1.wav
5415:   S_Mon2_die.wav
5416:   S_Mon2_atk1.wav
;;MON -> B
5422:   S_Mon1_atk1.wav
5424:   S_Mon1_dmg1.wav
5425:   S_Mon1_die.wav
5426:   S_Mon1_atk2.wav
;;MON -> B
5432:   S_Mon3_atk1.wav
5434:   S_Mon3_dmg1.wav
5435:   S_Mon3_die.wav
5436:   S_Mon3_atk2.wav
;;MON -> B
5442:   S_Mon4_atk1.wav
5444:   S_Mon4_dmg1.wav
5445:   S_Mon4_die.wav
5446:   S_Mon4_atk2.wav
5446:   S_Mon4_defence.wav
;;MON -> B
5452:   S_Mon5_atk1.wav
5454:   S_Mon5_dmg1.wav
5455:   S_Mon5_die.wav
5446:   S_Mon5_atk2.wav
5447:   S_Mon5_atk3.wav
;;MON -> B
5464:   S_Mon7_dmg1.wav
5465:   S_Mon7_die.wav
;;MON -> B
5472:   S_Mon6_atk2.wav
5474:   S_Mon6_dmg1.wav
5475:   S_Mon6_die.wav
5476:   S_Mon6_atk1.wav
;;MON -> B
5482:   S_Mon9_atk1.wav
5484:   S_Mon9_dmg1.wav
5485:   S_Mon9_die.wav
5486:   S_Mon9_atk2.wav
;;MON -> B
5494:   S_Mon10_dmg1.wav
5495:   S_Mon10_die.wav
5496:   S_Mon10_atk1.wav

;;MON -> B
5502:   S_Mon11_atk1.wav
5504:   S_Mon11_dmg1.wav
5505:   S_Mon11_die.wav
5506:   S_Mon11_atk2.wav
;;MON -> B
5512:   S_Mon12_atk1.wav
5514:   S_Mon12_dmg1.wav
5515:   S_Mon12_die.wav
5516:   S_Mon12_atk2.wav
;;MON -> 古老遗骸
5522:   S_Mon13_atk1.wav
5524:   S_Mon13_dmg1.wav
5525:   S_Mon13_die1.wav
;;MON -> 遗骸骷髅
5532:   S_Mon13_atk1.wav
5534:   S_Mon13_dmg2.wav
5535:   S_Mon13_die2.wav
;;MON -> B
5542:   S_Mon14_atk1.wav
5544:   S_Mon14_dmg1.wav
5545:   S_Mon14_die.wav
5546:   S_Mon14_atk2.wav
;;MON -> B
5552:   S_Mon15_atk1.wav
5554:   S_Mon15_dmg1.wav
5555:   S_Mon15_die.wav
5556:   S_Mon15_atk2.wav
;;MON -> B
5562:	GID1Mon3_atk1.wav
5564:	GID1Mon3_dmg.wav
5565:	GID1Mon3_die.wav
5566:	GID1Mon3_atk2.wav
5567:	GID1Mon3_atk3.wav
;;MON -> B
5572:	GID1Mon04_atk1.wav
5574:	GID1Mon04_dmg.wav
5575:	GID1Mon04_die.wav
5576:	GID1Mon04_atk2.wav
5577:	GID1Mon04_atk3.wav
;;MON -> B
5582:	GID1Mon05_atk1.wav
5584:	GID1Mon04_dmg.wav
5585:	GID1Mon04_die.wav
5586:	GID1Mon05_atk2.wav
5587:	GID1Mon05_atk3.wav
;;MON -> B
5592:	GID1Mon06_atk1.wav
5594:	GID1Mon3_dmg.wav
5595:	GID1Mon3_die.wav
5596:	GID1Mon06_atk2.wav
5597:	GID1Mon3_atk3.wav

;;MON -> B
;;5602:	GID1Mon07a_atk2.wav
5604:	GID1Mon07b_dmg.wav
5605:	GID1Mon07b_die.wav
5606:	GID1Mon07a_atk1.wav
5607:	GID1Mon07a_atk3.wav
;;MON -> B
5612:   S_Mon16_atk1.wav
5614:   S_Mon16_dmg1.wav
5615:   S_Mon16_die.wav
5617:   S_Mon16_atk2.wav
5618:   S_Mon16_atk3.wav
5619:   S_Mon16_atk4.wav
;;MON -> B
5622:   S_Mon18_atk1.wav
5624:   S_Mon18_dmg1.wav
5625:   S_Mon18_die.wav
5627:   S_Mon18_atk2.wav
5628:   S_Mon18_atk3.wav
5629:   S_Mon18_atk4.wav
;;MON -> B
5632:   S_Mon19_atk1.wav
5634:   S_Mon19_dmg1.wav
5635:   S_Mon19_die.wav
5637:   S_Mon19_atk2.wav
5638:   S_Mon19_atk3.wav
5639:   S_Mon19_atk4.wav
;;MON -> B
5642:   S_Mon20_atk1.wav
5644:   S_Mon20_dmg1.wav
5645:   S_Mon20_die.wav
5647:   S_Mon20_atk2.wav
5648:   S_Mon20_atk3.wav
5649:   S_Mon20_atk4.wav
;;5649:   S_Mon20_atk5.wav
;;MON -> B
5654:   S_Mon8_dmg1.wav
5655:   S_Mon8_die.wav
;;MON -> B
5702:   Gangback_atk1.wav
5704:   Gangback_dmg1.wav
5705:   Gangback_die.wav
;;MON -> B
5712:   Chunwol_atk1.wav
5714:   Chunwol_dmg1.wav
5715:   Chunwol_die.wav
;;MON -> B
5724:   Poongjin_dmg1.wav
5725:   Poongjin_die.wav
;;MON -> B
5732:   Transform_maru_atk1.wav
5734:   Transform_maru_dmg1.wav
5735:   Transform_maru_die.wav
;;MON -> B
5744:   1330-4.wav
5745:   1330-5.wav
;;MON -> B
5752:   Transform_maju_atk1.wav
5754:   2430-4.wav
5755:   2430-5.wav
;;MON -> 内尔弓手
5772:   NerIceArc_atk1.wav
5774:   GFMon9_dmg.wav
5775:   NerIceWar_die.wav
;;MON -> 内尔战士
5782:   NerIceArc_atk1.wav
5784:   GFMon9_dmg.wav
5785:   NerIceWar_die.wav
;;MON -> 阿卡沙
5792:   NerB_Akasha_atk1.wav
5794:   NerB_Akasha_dmg1.wav
5795:   NerB_Akasha_die.wav
;;MON -> 纳哈什
5804:   NerIceB_Najash_dmg1.wav
5805:   NerIceB_Najash_die.wav
;;MON -> 冰之内尔术士
5832:	GFMon10_atk1.wav
5834:	GFMon9_dmg.wav  
5835:	GFMon9_die.wav
5836:	GFMon10_atk2.wav
5837:	GFMon10_atk3.wav
;;MON -> 紫月香花
5861:   6060-1.wav
5862:   6060-2.wav
5864:   6060-4.wav
5865:   6060-5.wav
5866:   6060-2b.wav
;;MON -> 紫月香花 镜像
5875:   6060-2b.wav
;;MON -> 毒妖族男矿工
5881:   6080-1.wav
5882:   B_559-7.wav
5884:   GID1Mon01_dmg.wav
5885:   GID1Mon01_die.wav
5886:   6080-6.wav
5887:	6080-6b.wav
;;MON -> 毒妖族矿工
5891:   6080-1.wav
5892:   6090-2.wav
5894:   IceMon1_dmg1.wav
5895:   B_556-5.wav
5896:   6080-6.wav
5897:	6080-6b.wav
;;MON -> 变异骨怪
5902:   6100-2.wav
5904:   6100-4.wav
5905:   6100-5.wav
5906:   6100-6.wav
;;MON -> 内尔实验体德克纳
5912:   6110-2.wav
5914:   6110-4.wav
5915:   6110-5.wav
5916:   6110-6.wav
5917:   6110-6b.wav
;;MON -> 内尔实验体拉卡巴
5922:   6120-2.wav
5924:   6120-4.wav
5925:   6120-5.wav
5926:   6120-6.wav
5927:   6120-7.wav
5928:   6120-7b.wav
;;MON -> 血气蘑菇
5932:   6130-4.wav
5935:   6130-5.wav
;;MON -> 变异棉蜘蛛
5941:   1370-1.wav
5942:   1370-2.wav
5944:   1370-4.wav
5945:   1370-5.wav
;;MON -> 变异头毒蛇
5951:   560-1.wav
5952:   6150-2.wav
5954:   6150-4.wav
5955:   6150-5.wav
;;MON -> 毒妖族 男草药师
5964:   GID1Mon01_dmg.wav
5965:   GID1Mon01_die.wav
;;MON -> 毒妖族 男草药师2
5974:   6190-4.wav
5975:   6190-5.wav
;;MON -> 毒妖族 男伐木工
5984:   GID1Mon01_dmg.wav
5985:   GID1Mon01_die.wav
;;MON -> 奴隶 毒妖族 男伐木工2
5994:   6190-4.wav
5995:   6190-5.wav
;;MON -> 奴隶 毒妖族 掠夺者
6001:   6200-1.wav
6002:	6200-2.wav
6004:   6200-4.wav
6005:   6200-5.wav
6006:	6200-2b.wav
;;MON -> 变异的火炮怪
6012:   6210-2.wav
6014:   6210-4.wav
6015:   6210-5.wav
6016:   6210-6.wav
6017:   6210-2b.wav
;;MON -> 破碎的火炮
6022:	6220-2.wav
6024:   6220-4.wav
6025:   6220-5.wav
6026:   6220-2b.wav
;;MON -> 内德约总监霍克马
6032:   6230-2.wav
6034:   6230-4.wav
6035:   6230-5.wav
6036:   6230-6.wav
6037:   6230-7.wav
6038:   6230-8.wav
;;MON -> 变异石怪物德克纳
6041:   6240-1.wav
6042:   6240-2.wav
6044:   6240-4.wav
6045:   6240-7.wav
;;MON -> 变异石怪兽德克纳
6051:   6240-1.wav
6052:   6250-2.wav
6054:   6240-4.wav
6055:   6240-7.wav
;;MON -> 变异石怪葬德克纳
6062:   6260-2.wav
6064:   6260-4.wav
6065:   6260-5.wav
;;MON -> 变异石怪物拉卡巴
6072:   6270-2.wav
6074:   6270-4.wav
6075:   6270-5.wav
;;MON -> 变异石怪兽拉卡巴
6082:   6280-2.wav
6084:   6270-4.wav
6085:   6270-5.wav
;;MON -> 空虚的镰刀
6090:   6290-0.wav
6094:   6290-4.wav
6095:   6290-5.wav
;;MON -> 变异石块长拉卡巴
6100:   6290-0.wav
6104:   6290-4.wav
6105:   6290-5.wav


;;Spell -> MapLightning
8301: 8300-1.wav
;;Spell -> MapLava
8302: 8300-2.wav

;;MON -> EvilMir
9000:
9001:   8200-1.wav
9002:   8200-2.wav
9003:   8200-3.wav
9004:   8200-4.wav
9005:
9006:   8200-6.wav
9007:   8200-7.wav
9008:   8200-8.wav

;;MON -> DragonStatue
9020:
9021:
9022:   8220-6.wav
9023:   
9024:   
9025:
9026:
9027:

;;XXX0 Self singing
;;XXX1 Swing怪物远程攻击声音
;;XXX2 Attack 攻击1
;;XXX3 Ranged (PlayRangeSound())
;;XXX4 Struck 被攻击声音
;;XXX5 Die
;;XXX6 Attack 2
;;XXX7 Attack 3
;;XXX8 Attack 4
;;XXX9 Attack 5
